from_page,to_page,transition_count
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/commande,174
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/commande,170
https://formation-ecommerce.avisia.fr/panier?action=show,https://formation-ecommerce.avisia.fr/commande,127
https://formation-ecommerce.avisia.fr/vetements/38-53-avisia-tee-shirt-seminaire.html,https://formation-ecommerce.avisia.fr/commande,56
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/panier?action=show,49
https://formation-ecommerce.avisia.fr/produits-sucres/52-boite-de-bombons-30-pieces-1418758100341.html,https://formation-ecommerce.avisia.fr/commande,48
https://formation-ecommerce.avisia.fr/accessoires/45-avisia-stylo--8392657365527.html,https://formation-ecommerce.avisia.fr/commande,40
https://formation-ecommerce.avisia.fr/papeterie/44-avisia-carnet-7173192463811.html,https://formation-ecommerce.avisia.fr/commande,33
https://formation-ecommerce.avisia.fr/vetements/38-52-avisia-tee-shirt-seminaire.html,https://formation-ecommerce.avisia.fr/commande,32
https://formation-ecommerce.avisia.fr/produits-sucres/52-boite-de-bombons-30-pieces-1418758100341.html,https://formation-ecommerce.avisia.fr/produits-sucres/52-boite-de-bombons-30-pieces-1418758100341.html,27
https://formation-ecommerce.avisia.fr/boissons/48-bouteille-025cl-3508292862612.html,https://formation-ecommerce.avisia.fr/commande,24
https://formation-ecommerce.avisia.fr/vetements/39-49-avisia-tee-shirt-seminaire-2.html,https://formation-ecommerce.avisia.fr/commande,24
https://formation-ecommerce.avisia.fr/vetements/33-avisia-chapeau-8410288420479.html,https://formation-ecommerce.avisia.fr/commande,24
https://formation-ecommerce.avisia.fr/accessoires/43-avisia-tasse-8330231620177.html,https://formation-ecommerce.avisia.fr/commande,24
https://formation-ecommerce.avisia.fr/vetements/32-avisia-cache-cou-3812673447596.html,https://formation-ecommerce.avisia.fr/commande,24
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/,22
https://formation-ecommerce.avisia.fr/accessoires-travail/55-gourde-transparente-et-noire-1l-2658326177279.html,https://formation-ecommerce.avisia.fr/commande,21
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/produits-sucres/52-boite-de-bombons-30-pieces-1418758100341.html,21
https://formation-ecommerce.avisia.fr/vetements/42-40-avisia-doudoune-a-manche-courte.html,https://formation-ecommerce.avisia.fr/commande,20
https://formation-ecommerce.avisia.fr/vetements/42-41-avisia-doudoune-a-manche-courte.html,https://formation-ecommerce.avisia.fr/commande,20
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/vetements/38-53-avisia-tee-shirt-seminaire.html,18
https://formation-ecommerce.avisia.fr/produits-sucres/52-boite-de-bombons-30-pieces-1418758100341.html,https://formation-ecommerce.avisia.fr/panier?action=show,18
https://formation-ecommerce.avisia.fr/accessoires-travail/55-gourde-transparente-et-noire-1l-2658326177279.html,https://formation-ecommerce.avisia.fr/produits-sucres/52-boite-de-bombons-30-pieces-1418758100341.html,18
https://formation-ecommerce.avisia.fr/accessoires/30-avisia-cache-camera-8566754694674.html,https://formation-ecommerce.avisia.fr/commande,16
https://formation-ecommerce.avisia.fr/vetements/38-52-avisia-tee-shirt-seminaire.html,https://formation-ecommerce.avisia.fr/vetements/38-53-avisia-tee-shirt-seminaire.html,16
https://formation-ecommerce.avisia.fr/2-accueil,https://formation-ecommerce.avisia.fr/commande,14
https://formation-ecommerce.avisia.fr/vetements/40-avisia-casquette-1289031335199.html,https://formation-ecommerce.avisia.fr/commande,14
https://formation-ecommerce.avisia.fr/vetements/38-53-avisia-tee-shirt-seminaire.html,https://formation-ecommerce.avisia.fr/panier?action=show,14
https://formation-ecommerce.avisia.fr/accessoires/36-avisia-mug-8498360147197.html,https://formation-ecommerce.avisia.fr/commande,12
https://formation-ecommerce.avisia.fr/accessoires/45-avisia-stylo--8392657365527.html,https://formation-ecommerce.avisia.fr/accessoires/45-avisia-stylo--8392657365527.html,12
https://formation-ecommerce.avisia.fr/connexion?back=my-account,https://formation-ecommerce.avisia.fr/commande,12
https://formation-ecommerce.avisia.fr/mon-compte,https://formation-ecommerce.avisia.fr/commande,12
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/vetements/41-45-avisia-veste-7376694269051.html,12
https://formation-ecommerce.avisia.fr/accessoires-travail/55-gourde-transparente-et-noire-1l-2658326177279.html,https://formation-ecommerce.avisia.fr/panier?action=show,12
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/vetements/38-52-avisia-tee-shirt-seminaire.html,12
https://formation-ecommerce.avisia.fr/vetements/38-53-avisia-tee-shirt-seminaire.html,https://formation-ecommerce.avisia.fr/vetements/38-53-avisia-tee-shirt-seminaire.html,12
https://formation-ecommerce.avisia.fr/accessoires/49-62-paire-de-chaussettes-bleus.html,https://formation-ecommerce.avisia.fr/commande,12
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/accessoires/45-avisia-stylo--8392657365527.html,10
https://formation-ecommerce.avisia.fr/accessoires/45-avisia-stylo--8392657365527.html,https://formation-ecommerce.avisia.fr/panier?action=show,10
https://formation-ecommerce.avisia.fr/boissons/48-bouteille-025cl-3508292862612.html,https://formation-ecommerce.avisia.fr/vetements/39-49-avisia-tee-shirt-seminaire-2.html,9
https://formation-ecommerce.avisia.fr/boissons/48-bouteille-025cl-3508292862612.html,https://formation-ecommerce.avisia.fr/panier?action=show,9
https://formation-ecommerce.avisia.fr/boissons/48-bouteille-025cl-3508292862612.html,https://formation-ecommerce.avisia.fr/accessoires/36-avisia-mug-8498360147197.html,9
https://formation-ecommerce.avisia.fr/vetements/39-49-avisia-tee-shirt-seminaire-2.html,https://formation-ecommerce.avisia.fr/panier?action=show,9
https://formation-ecommerce.avisia.fr/vetements/39-49-avisia-tee-shirt-seminaire-2.html,https://formation-ecommerce.avisia.fr/accessoires/36-avisia-mug-8498360147197.html,9
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/accessoires-travail/55-gourde-transparente-et-noire-1l-2658326177279.html,9
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/accessoires/53-caba-blanc-logo-noir-4490018398168.html,9
https://formation-ecommerce.avisia.fr/accessoires-travail/55-gourde-transparente-et-noire-1l-2658326177279.html,https://formation-ecommerce.avisia.fr/accessoires-travail/55-gourde-transparente-et-noire-1l-2658326177279.html,9
https://formation-ecommerce.avisia.fr/accessoires-travail/55-gourde-transparente-et-noire-1l-2658326177279.html,https://formation-ecommerce.avisia.fr/,9
https://formation-ecommerce.avisia.fr/accessoires-travail/55-gourde-transparente-et-noire-1l-2658326177279.html,https://formation-ecommerce.avisia.fr/accessoires/53-caba-blanc-logo-noir-4490018398168.html,9
https://formation-ecommerce.avisia.fr/accessoires-travail/55-gourde-transparente-et-noire-1l-2658326177279.html,https://formation-ecommerce.avisia.fr/vetements/41-45-avisia-veste-7376694269051.html,9
https://formation-ecommerce.avisia.fr/accessoires/53-caba-blanc-logo-noir-4490018398168.html,https://formation-ecommerce.avisia.fr/vetements/41-45-avisia-veste-7376694269051.html,9
https://formation-ecommerce.avisia.fr/accessoires/53-caba-blanc-logo-noir-4490018398168.html,https://formation-ecommerce.avisia.fr/commande,9
https://formation-ecommerce.avisia.fr/vetements/41-45-avisia-veste-7376694269051.html,https://formation-ecommerce.avisia.fr/commande,9
https://formation-ecommerce.avisia.fr/vetements/38-53-avisia-tee-shirt-seminaire.html,https://formation-ecommerce.avisia.fr/vetements/39-49-avisia-tee-shirt-seminaire-2.html,9
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/accessoires/43-avisia-tasse-8330231620177.html,9
https://formation-ecommerce.avisia.fr/accessoires/45-avisia-stylo--8392657365527.html,https://formation-ecommerce.avisia.fr/accessoires/43-avisia-tasse-8330231620177.html,9
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/vetements/32-avisia-cache-cou-3812673447596.html,9
https://formation-ecommerce.avisia.fr/vetements/32-avisia-cache-cou-3812673447596.html,https://formation-ecommerce.avisia.fr/vetements/32-avisia-cache-cou-3812673447596.html,9
https://formation-ecommerce.avisia.fr/vetements/32-avisia-cache-cou-3812673447596.html,https://formation-ecommerce.avisia.fr/panier?action=show,9
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/papeterie/44-avisia-carnet-7173192463811.html,9
https://formation-ecommerce.avisia.fr/papeterie/44-avisia-carnet-7173192463811.html,https://formation-ecommerce.avisia.fr/papeterie/44-avisia-carnet-7173192463811.html,9
https://formation-ecommerce.avisia.fr/papeterie/44-avisia-carnet-7173192463811.html,https://formation-ecommerce.avisia.fr/panier?action=show,9
https://formation-ecommerce.avisia.fr/produits-sucres/52-boite-de-bombons-30-pieces-1418758100341.html,https://formation-ecommerce.avisia.fr/vetements/33-avisia-chapeau-8410288420479.html,9
https://formation-ecommerce.avisia.fr/accessoires-travail/58-sacoche-a-bandouliere-ordinateur-4208158096892.html,https://formation-ecommerce.avisia.fr/papeterie/44-avisia-carnet-7173192463811.html,9
https://formation-ecommerce.avisia.fr/accessoires-travail/58-sacoche-a-bandouliere-ordinateur-4208158096892.html,https://formation-ecommerce.avisia.fr/commande,9
https://formation-ecommerce.avisia.fr/produits-sucres/52-boite-de-bombons-30-pieces-1418758100341.html,https://formation-ecommerce.avisia.fr/accessoires/45-avisia-stylo--8392657365527.html,9
https://formation-ecommerce.avisia.fr/vetements/39-48-avisia-tee-shirt-seminaire-2.html,https://formation-ecommerce.avisia.fr/commande,8
https://formation-ecommerce.avisia.fr/vetements/38-52-avisia-tee-shirt-seminaire.html,https://formation-ecommerce.avisia.fr/panier?action=show,8
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/vetements/40-avisia-casquette-1289031335199.html,7
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/boissons/48-bouteille-025cl-3508292862612.html,6
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/vetements/39-49-avisia-tee-shirt-seminaire-2.html,6
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/accessoires/36-avisia-mug-8498360147197.html,6
https://formation-ecommerce.avisia.fr/boissons/48-bouteille-025cl-3508292862612.html,https://formation-ecommerce.avisia.fr/boissons/48-bouteille-025cl-3508292862612.html,6
https://formation-ecommerce.avisia.fr/vetements/39-48-avisia-tee-shirt-seminaire-2.html,https://formation-ecommerce.avisia.fr/vetements/39-49-avisia-tee-shirt-seminaire-2.html,6
https://formation-ecommerce.avisia.fr/vetements/39-49-avisia-tee-shirt-seminaire-2.html,https://formation-ecommerce.avisia.fr/vetements/39-49-avisia-tee-shirt-seminaire-2.html,6
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/connexion?back=my-account,6
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/mon-compte,6
https://formation-ecommerce.avisia.fr/vetements/40-avisia-casquette-1289031335199.html,https://formation-ecommerce.avisia.fr/vetements/41-45-avisia-veste-7376694269051.html,6
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/vetements/42-40-avisia-doudoune-a-manche-courte.html,6
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/vetements/42-41-avisia-doudoune-a-manche-courte.html,6
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/vetements/33-avisia-chapeau-8410288420479.html,6
https://formation-ecommerce.avisia.fr/vetements/33-avisia-chapeau-8410288420479.html,https://formation-ecommerce.avisia.fr/vetements/33-avisia-chapeau-8410288420479.html,6
https://formation-ecommerce.avisia.fr/vetements/33-avisia-chapeau-8410288420479.html,https://formation-ecommerce.avisia.fr/panier?action=show,6
https://formation-ecommerce.avisia.fr/accessoires/43-avisia-tasse-8330231620177.html,https://formation-ecommerce.avisia.fr/accessoires/43-avisia-tasse-8330231620177.html,6
https://formation-ecommerce.avisia.fr/accessoires/43-avisia-tasse-8330231620177.html,https://formation-ecommerce.avisia.fr/panier?action=show,6
https://formation-ecommerce.avisia.fr/vetements/42-40-avisia-doudoune-a-manche-courte.html,https://formation-ecommerce.avisia.fr/produits-sucres/52-boite-de-bombons-30-pieces-1418758100341.html,6
https://formation-ecommerce.avisia.fr/vetements/42-41-avisia-doudoune-a-manche-courte.html,https://formation-ecommerce.avisia.fr/produits-sucres/52-boite-de-bombons-30-pieces-1418758100341.html,6
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/2-accueil,5
https://formation-ecommerce.avisia.fr/2-accueil,https://formation-ecommerce.avisia.fr/panier?action=show,5
https://formation-ecommerce.avisia.fr/vetements/40-avisia-casquette-1289031335199.html,https://formation-ecommerce.avisia.fr/panier?action=show,5
https://formation-ecommerce.avisia.fr/vetements/42-40-avisia-doudoune-a-manche-courte.html,https://formation-ecommerce.avisia.fr/vetements/42-41-avisia-doudoune-a-manche-courte.html,5
https://formation-ecommerce.avisia.fr/vetements/42-40-avisia-doudoune-a-manche-courte.html,https://formation-ecommerce.avisia.fr/panier?action=show,5
https://formation-ecommerce.avisia.fr/vetements/42-41-avisia-doudoune-a-manche-courte.html,https://formation-ecommerce.avisia.fr/panier?action=show,5
https://formation-ecommerce.avisia.fr/2-accueil?page=2,https://formation-ecommerce.avisia.fr/commande,4
https://formation-ecommerce.avisia.fr/panier?action=show,https://formation-ecommerce.avisia.fr/,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12907&id_module=34&id_order=10240&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12930&id_module=34&id_order=10259&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/accessoires/30-avisia-cache-camera-8566754694674.html,4
https://formation-ecommerce.avisia.fr/accessoires/30-avisia-cache-camera-8566754694674.html,https://formation-ecommerce.avisia.fr/panier?action=show,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12903&id_module=34&id_order=10237&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/connexion?back=my-account,https://formation-ecommerce.avisia.fr/mon-compte,4
https://formation-ecommerce.avisia.fr/connexion?back=my-account,https://formation-ecommerce.avisia.fr/,4
https://formation-ecommerce.avisia.fr/connexion?back=my-account,https://formation-ecommerce.avisia.fr/panier?action=show,4
https://formation-ecommerce.avisia.fr/mon-compte,https://formation-ecommerce.avisia.fr/,4
https://formation-ecommerce.avisia.fr/mon-compte,https://formation-ecommerce.avisia.fr/panier?action=show,4
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/vetements/41-44-avisia-veste-7376694269051.html,4
https://formation-ecommerce.avisia.fr/,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12918&id_module=34&id_order=10249&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/vetements/40-avisia-casquette-1289031335199.html,https://formation-ecommerce.avisia.fr/,4
https://formation-ecommerce.avisia.fr/4-hommes,https://formation-ecommerce.avisia.fr/commande,4
https://formation-ecommerce.avisia.fr/vetements/40-avisia-casquette-1289031335199.html,https://formation-ecommerce.avisia.fr/vetements/38-52-avisia-tee-shirt-seminaire.html,4
https://formation-ecommerce.avisia.fr/vetements/40-avisia-casquette-1289031335199.html,https://formation-ecommerce.avisia.fr/vetements/38-53-avisia-tee-shirt-seminaire.html,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12933&id_module=13&id_order=10262&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12914&id_module=34&id_order=10247&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12929&id_module=13&id_order=10258&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12924&id_module=13&id_order=10255&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12931&id_module=13&id_order=10260&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12909&id_module=13&id_order=10242&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/3-vetements,https://formation-ecommerce.avisia.fr/commande,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12936&id_module=13&id_order=10265&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12928&id_module=13&id_order=10257&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12902&id_module=13&id_order=10236&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12935&id_module=34&id_order=10264&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/7-papeterie,https://formation-ecommerce.avisia.fr/commande,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12921&id_module=13&id_order=10252&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/vetements/42-40-avisia-doudoune-a-manche-courte.html,https://formation-ecommerce.avisia.fr/vetements/38-53-avisia-tee-shirt-seminaire.html,4
https://formation-ecommerce.avisia.fr/vetements/42-41-avisia-doudoune-a-manche-courte.html,https://formation-ecommerce.avisia.fr/vetements/38-53-avisia-tee-shirt-seminaire.html,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12906&id_module=13&id_order=10239&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12920&id_module=13&id_order=10251&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12916&id_module=13&id_order=10248&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/accessoires/49-61-paire-de-chaussettes-bleus.html,https://formation-ecommerce.avisia.fr/commande,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12912&id_module=13&id_order=10245&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12923&id_module=13&id_order=10254&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12911&id_module=13&id_order=10244&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12925&id_module=34&id_order=10256&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12908&id_module=13&id_order=10241&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12919&id_module=13&id_order=10250&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12937&id_module=13&id_order=10266&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/accessoires/45-avisia-stylo--8392657365527.html,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12932&id_module=13&id_order=10261&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/vetements/37-56-avisia-tee-shirt-10-ans.html,https://formation-ecommerce.avisia.fr/commande,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12932&id_module=13&id_order=10261&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12934&id_module=13&id_order=10263&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12913&id_module=13&id_order=10246&key=0b390da1338fb991f6ac592e25f55d26,4
https://formation-ecommerce.avisia.fr/boissons/48-bouteille-025cl-3508292862612.html,https://formation-ecommerce.avisia.fr/2-accueil?page=2,3
https://formation-ecommerce.avisia.fr/boissons/48-bouteille-025cl-3508292862612.html,https://formation-ecommerce.avisia.fr/vetements/39-48-avisia-tee-shirt-seminaire-2.html,3
https://formation-ecommerce.avisia.fr/boissons/48-bouteille-025cl-3508292862612.html,https://formation-ecommerce.avisia.fr/,3
https://formation-ecommerce.avisia.fr/boissons/48-bouteille-025cl-3508292862612.html,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12907&id_module=34&id_order=10240&key=0b390da1338fb991f6ac592e25f55d26,3
https://formation-ecommerce.avisia.fr/2-accueil?page=2,https://formation-ecommerce.avisia.fr/vetements/39-49-avisia-tee-shirt-seminaire-2.html,3
https://formation-ecommerce.avisia.fr/2-accueil?page=2,https://formation-ecommerce.avisia.fr/accessoires/36-avisia-mug-8498360147197.html,3
https://formation-ecommerce.avisia.fr/vetements/39-48-avisia-tee-shirt-seminaire-2.html,https://formation-ecommerce.avisia.fr/panier?action=show,3
https://formation-ecommerce.avisia.fr/vetements/39-48-avisia-tee-shirt-seminaire-2.html,https://formation-ecommerce.avisia.fr/accessoires/36-avisia-mug-8498360147197.html,3
https://formation-ecommerce.avisia.fr/vetements/39-49-avisia-tee-shirt-seminaire-2.html,https://formation-ecommerce.avisia.fr/,3
https://formation-ecommerce.avisia.fr/vetements/39-49-avisia-tee-shirt-seminaire-2.html,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12907&id_module=34&id_order=10240&key=0b390da1338fb991f6ac592e25f55d26,3
https://formation-ecommerce.avisia.fr/panier?action=show,https://formation-ecommerce.avisia.fr/accessoires/36-avisia-mug-8498360147197.html,3
https://formation-ecommerce.avisia.fr/accessoires/36-avisia-mug-8498360147197.html,https://formation-ecommerce.avisia.fr/accessoires/36-avisia-mug-8498360147197.html,3
https://formation-ecommerce.avisia.fr/accessoires/36-avisia-mug-8498360147197.html,https://formation-ecommerce.avisia.fr/panier?action=show,3
https://formation-ecommerce.avisia.fr/accessoires/36-avisia-mug-8498360147197.html,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12907&id_module=34&id_order=10240&key=0b390da1338fb991f6ac592e25f55d26,3
https://formation-ecommerce.avisia.fr/accessoires/45-avisia-stylo--8392657365527.html,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12930&id_module=34&id_order=10259&key=0b390da1338fb991f6ac592e25f55d26,3
https://formation-ecommerce.avisia.fr/accessoires/30-avisia-cache-camera-8566754694674.html,https://formation-ecommerce.avisia.fr/accessoires/30-avisia-cache-camera-8566754694674.html,3
https://formation-ecommerce.avisia.fr/accessoires/30-avisia-cache-camera-8566754694674.html,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12903&id_module=34&id_order=10237&key=0b390da1338fb991f6ac592e25f55d26,3
https://formation-ecommerce.avisia.fr/commande,https://formation-ecommerce.avisia.fr/confirmation-commande?id_cart=12910&id_module=13&id_order=10243&key=0b390da1338fb991f6ac592e25f55d26,3
https://formation-ecommerce.avisia.fr/vetements/40-avisia-casquette-1289031335199.html,https://formation-ecommerce.avisia.fr/accessoires-travail/55-gourde-transparente-et-noire-1l-2658326177279.html,3
https://formation-ecommerce.avisia.fr/vetements/40-avisia-casquette-1289031335199.html,https://formation-ecommerce.avisia.fr/accessoires/53-caba-blanc-logo-noir-4490018398168.html,3
https://formation-ecommerce.avisia.fr/2-accueil,https://formation-ecommerce.avisia.fr/accessoires-travail/55-gourde-transparente-et-noire-1l-2658326177279.html,3
